FlightDate,Tail_Number,Manufacturer,Model,ICAO_Type,Estimated_Distance_km,Estimated_Cruise_Fuel_Flow_kghr,Estimated_Total_Fuel_kg,Assumed_Cruise_Mass_kg
2023-01-13,N316PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-16,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-17,N398CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-19,N390CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-20,N354CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-22,N655CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-23,N371CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-25,N398CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-26,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-27,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-29,N181GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-30,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-31,N398CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,809.0368120014678,,,
2023-01-01,N478PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-02,N479PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-03,N293PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-04,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-05,N927XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-06,N335PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-07,N490PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-08,N490PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-14,N341PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-15,N296PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-21,N602LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-28,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-09,N181PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,404.5369547392854,,,
2023-01-14,N341PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-15,N296PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-21,N602LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-28,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,192.9837165534686,,,
2023-01-01,N478PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-02,N479PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-03,N293PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-04,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-05,N927XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-06,N335PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-07,N490PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-08,N490PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,928.2032066569942,,,
2023-01-09,N181PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,404.5369547392854,,,
2023-01-02,N302PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,850.9460728536994,,,
2023-01-03,N136EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,850.9460728536994,,,
2023-01-04,N132EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,850.9460728536994,,,
2023-01-05,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,850.9460728536994,,,
2023-01-06,N906XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,850.9460728536994,,,
2023-01-07,N295PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,850.9460728536994,,,
2023-01-08,N294PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,850.9460728536994,,,
2023-01-09,N302PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-10,N601LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-11,N131EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-12,N326PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-13,N304PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-14,N326PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-15,N305PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-16,N294PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-17,N131EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-18,N320PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-19,N606LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-20,N294PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-21,N602LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-22,N228PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-23,N181PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-24,N132EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-25,N695CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-26,N910XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-27,N136EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-28,N307PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-29,N134EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-30,N906XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-31,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,365.08582003825256,,,
2023-01-09,N296PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-10,N176PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-11,N314PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-12,N133EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-13,N135EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-15,N913XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-16,N307PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-17,N232PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-18,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-19,N197PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-20,N183GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-22,N605LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-23,N478PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-24,N181GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-25,N181PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-26,N153PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-27,N134EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-29,N320PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-30,N131EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-31,N582CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-01,N8970D,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-02,N8974C,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-03,N924EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-04,N836AY,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-05,N8976E,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-06,N835AY,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-07,N8877A,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-08,N901XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-09,N913XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-10,N336PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-11,N922XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-12,N330PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-13,N335PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-15,N905XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-16,N303PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-17,N604LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-18,N933XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-19,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-20,N183GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-22,N605LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-23,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-24,N133EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-25,N136EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-26,N298PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-27,N134EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-29,N320PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-30,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-31,N329PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-09,N913XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-10,N336PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-11,N922XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-12,N330PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-13,N335PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-15,N905XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-16,N303PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-17,N604LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-18,N933XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-19,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-20,N183GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-22,N605LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-23,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-24,N133EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-25,N136EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-26,N298PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-27,N134EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-29,N320PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-30,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-31,N329PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1184.6628252443688,,,
2023-01-01,N272PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,484.2697988416221,,,
2023-01-09,N184GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-10,N184GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-11,N348PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-12,N331PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-13,N232PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-14,N294PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-15,N331PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-16,N136EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-17,N320PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-18,N319PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-19,N319PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-20,N305PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-21,N314PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-22,N604LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-23,N299PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-24,N299PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-25,N137EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-26,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-27,N325PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-28,N937XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-29,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-30,N316PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-31,N137EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,369.05510068908626,,,
2023-01-01,N272PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,484.2697988416221,,,
2023-01-09,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-10,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-11,N655CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-12,N655CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-13,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-14,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-15,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-16,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-17,N390CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-18,N354CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-19,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-20,N398CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-21,N354CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-22,N390CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-23,N398CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-24,N354CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-25,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-26,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-27,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-28,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-29,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-30,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-31,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-02,N676CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,870.5247124298045,,,
2023-01-03,N931XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,870.5247124298045,,,
2023-01-04,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,870.5247124298045,,,
2023-01-05,N301PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,870.5247124298045,,,
2023-01-06,N295PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,870.5247124298045,,,
2023-01-07,N903XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,870.5247124298045,,,
2023-01-08,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,870.5247124298045,,,
2023-01-09,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-10,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-11,N655CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-12,N655CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-13,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-14,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-15,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-16,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-17,N390CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-18,N354CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-19,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-20,N398CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-21,N354CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-22,N390CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-23,N398CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-24,N354CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-25,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-26,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-27,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-28,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-29,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-30,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-31,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,366.91941660743316,,,
2023-01-08,N348PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,429.33247929569654,,,
2023-01-08,N348PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,429.33247929569654,,,
2023-01-07,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1650.8674635042946,,,
2023-01-09,N186PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-10,N491PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-11,N479PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-12,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-13,N933XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-16,N695CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-17,N906XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-18,N228PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-19,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
2023-01-20,N607LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,469.7568881113004,,,
