FlightDate,Tail_Number,Manufacturer,Model,ICAO_Type,Estimated_Distance_km,Estimated_Cruise_Fuel_Flow_kghr,Estimated_Total_Fuel_kg,Assumed_Cruise_Mass_kg
2023-01-02,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,354.65478782640173,,,
2023-01-04,N330PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,354.65478782640173,,,
2023-01-05,N330PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,354.65478782640173,,,
2023-01-06,N306PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,354.65478782640173,,,
2023-01-07,N925XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,354.65478782640173,,,
2023-01-08,N184GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,354.65478782640173,,,
2023-01-09,N340CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-10,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-11,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-12,N300PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-13,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-14,N197PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-15,N655CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-17,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-18,N371CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-21,N292PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-24,N606LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-25,N931XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-28,N337PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-31,N324PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,584.6499528876948,,,
2023-01-09,N913XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-10,N336PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-11,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-12,N917XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-13,N315PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-14,N279PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-17,N183GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-18,N933XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-19,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-20,N183GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-21,N604LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-23,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-24,N133EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-25,N136EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-26,N914XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-27,N915XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-28,N936XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-29,N304PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-30,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-31,N329PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,608.2382471797808,,,
2023-01-02,N582CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,734.3928287706536,,,
2023-01-03,N601LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,734.3928287706536,,,
2023-01-04,N182GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,734.3928287706536,,,
2023-01-05,N601LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,734.3928287706536,,,
2023-01-06,N326PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,734.3928287706536,,,
2023-01-08,N132EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,734.3928287706536,,,
2023-01-09,N695CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-10,N137EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-11,N305PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-12,N176PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-13,N279PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-14,N602LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-15,N607LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-16,N920XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-17,N304PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-18,N926XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-19,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-20,N913XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-21,N301PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-22,N538CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-23,N607LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-24,N607LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-26,N131EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-27,N308PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-28,N908XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-29,N184GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-30,N605LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-31,N932XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,686.4921687222915,,,
2023-01-09,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-10,N316PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-11,N330PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-12,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-13,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-14,N907XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-15,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-16,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-17,N146PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-18,N299PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-19,N306PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-09,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-10,N316PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-11,N330PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-12,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-13,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-14,N907XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-15,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-16,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-17,N146PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-18,N299PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-19,N306PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,696.540693761032,,,
2023-01-09,N371CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-12,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-13,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-14,N367CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-15,N371CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-16,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-19,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-20,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-21,N371CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-22,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-23,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-26,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-27,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-28,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-29,N391CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-30,N390CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1042.716158694576,,,
2023-01-09,N309PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-10,N314PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-11,N325PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-12,N926XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-13,N182GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-16,N279PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-17,N137EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-18,N197PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-19,N936XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-20,N921XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-23,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-24,N538CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-25,N329PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-26,N607LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-27,N538CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-30,N910XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-31,N197PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,913.4696097018846,,,
2023-01-02,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1155.4694050643088,,,
2023-01-03,N304PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1155.4694050643088,,,
2023-01-04,N907XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1155.4694050643088,,,
2023-01-05,N200PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1155.4694050643088,,,
2023-01-06,N678CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1155.4694050643088,,,
2023-01-07,N930XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1155.4694050643088,,,
2023-01-08,N301PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1155.4694050643088,,,
2023-01-15,N131EV,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,874.9312349692087,,,
2023-01-22,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,874.9312349692087,,,
2023-01-29,N292PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,874.9312349692087,,,
2023-01-22,N310PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,874.9312349692087,,,
2023-01-29,N292PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,874.9312349692087,,,
2023-01-01,N490PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-02,N491PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-03,N491PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-04,N916XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-05,N914XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-06,N914XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-07,N922XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-08,N336PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-08,N336PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,693.0060073967181,,,
2023-01-02,N480PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-03,N904XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-04,N904XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-05,N479PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-06,N479PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-07,N917XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-07,N917XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-08,N538CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1425.0305785294995,,,
2023-01-09,N390CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,563.2704771446969,,,
2023-01-10,N320PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,563.2704771446969,,,
2023-01-12,N371CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,563.2704771446969,,,
2023-01-13,N368CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,563.2704771446969,,,
2023-01-14,N371CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,563.2704771446969,,,
2023-01-15,N376CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,563.2704771446969,,,
2023-01-10,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-11,N186PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-12,N181GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-13,N910XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-14,N315PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-15,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-16,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-17,N676CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-18,N306PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-19,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-20,N906XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-21,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-22,N308PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-23,N908XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-24,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-25,N305PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-26,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-27,N292PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-28,N337PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-29,N335PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-30,N935XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-31,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-01,N480PX,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,981.4519559361769,,,
2023-01-07,N920XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,981.4519559361769,,,
2023-01-08,N914XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,981.4519559361769,,,
2023-01-01,N915XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,981.4519559361769,,,
2023-01-10,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-11,N186PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-12,N181GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-13,N910XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-15,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-16,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-17,N676CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-18,N306PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-19,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-20,N906XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-22,N308PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-23,N908XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-24,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-25,N305PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-26,N923XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-27,N292PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-29,N335PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-30,N935XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-31,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,244.75624973769013,,,
2023-01-01,N600LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,958.7954074067122,,,
2023-01-02,N197PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,958.7954074067122,,,
2023-01-04,N937XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,958.7954074067122,,,
2023-01-05,N304PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,958.7954074067122,,,
2023-01-06,N297PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,958.7954074067122,,,
2023-01-07,N319PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,958.7954074067122,,,
2023-01-08,N324PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,958.7954074067122,,,
2023-01-09,N582CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-17,N907XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-18,N341PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-19,N315PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-20,N303PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-21,N315PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-22,N295PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-23,N315PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-24,N927XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-25,N908XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-26,N301PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-27,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-28,N337PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-29,N305PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-30,N295PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-31,N181GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,946.5017829160017,,,
2023-01-09,N676CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-10,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-11,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-12,N296PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-13,N905XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-14,N301PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-15,N600LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-16,N305PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-17,N314PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-18,N604LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-19,N905XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-20,N298PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-21,N313PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-22,N311PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-23,N298PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-24,N901XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-25,N600LR,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-26,N197PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-27,N929XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-28,N691CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-29,N538CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-30,N304PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-31,N335PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-09,N676CA,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-10,N166PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-11,N187GJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-12,N296PQ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
2023-01-13,N905XJ,CANADAIR REGIONAL JET,CRJ,Unknown Aircraft,1334.4643047364677,,,
